full_name,last_name,party,function,role,cabinet,start_date,end_date
Joop Atsma,Atsma,CDA,Staatssecretaris,Infrastructuur en Milieu,Rutte I,14 oktober 2010,4 november 2012
Henk Bleker,Bleker,CDA,Staatssecretaris,"Economische Zaken, Landbouw en Innovatie",Rutte I,14 oktober 2010,4 november 2012
Piet Hein Donner,Donner,CDA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte I,14 oktober 2010,15 december 2011
Hans Hillen,Hillen,CDA,Minister,Defensie,Rutte I,14 oktober 2010,4 november 2012
Henk Kamp,Kamp,VVD,Minister,Sociale Zaken en Werkgelegenheid,Rutte I,14 oktober 2010,4 november 2012
Ben Knapen,Knapen,CDA,Staatssecretaris,Buitenlandse Zaken,Rutte I,14 oktober 2010,4 november 2012
Gerd Leers,Leers,CDA,Minister,Immigratie en Asiel,Rutte I,14 oktober 2010,15 december 2011
Ivo Opstelten,Opstelten,VVD,Minister,Veiligheid en Justitie,Rutte I,14 oktober 2010,4 november 2012
Uri Rosenthal,Rosenthal,VVD,Minister,Buitenlandse Zaken,Rutte I,14 oktober 2010,4 november 2012
Mark Rutte,Rutte,VVD,Minister,Minister-president,Rutte I,14 oktober 2010,4 november 2012
Mark Rutte,Rutte,VVD,Minister,Algemene Zaken,Rutte I,14 oktober 2010,4 november 2012
Edith Schippers,Schippers,VVD,Minister,"Volksgezondheid, Welzijn en Sport",Rutte I,14 oktober 2010,4 november 2012
Melanie Schultz van Haegen,Schultz van Haegen,VVD,Minister,Infrastructuur en Milieu,Rutte I,14 oktober 2010,4 november 2012
Fred Teeven,Teeven,VVD,Staatssecretaris,Veiligheid en Justitie,Rutte I,14 oktober 2010,4 november 2012
Marlies Veldhuijzen van Zanten-Hyllner,Veldhuijzen van Zanten-Hyllner,CDA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Rutte I,14 oktober 2010,4 november 2012
Maxime Verhagen,Verhagen,CDA,Minister,Viceminister-president,Rutte I,14 oktober 2010,4 november 2012
Maxime Verhagen,Verhagen,CDA,Minister,"Economische Zaken, Landbouw en Innovatie",Rutte I,14 oktober 2010,4 november 2012
Frans Weekers,Weekers,VVD,Staatssecretaris,Financiën,Rutte I,14 oktober 2010,4 november 2012
Halbe Zijlstra,Zijlstra,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Rutte I,14 oktober 2010,4 november 2012
Jan Kees de Jager,de Jager,CDA,Minister,Financiën,Rutte I,14 oktober 2010,4 november 2012
Paul de Krom,de Krom,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Rutte I,14 oktober 2010,4 november 2012
Gerd Leers,Leers,CDA,Minister,"Immigratie, Integratie en Asiel",Rutte I,16 december 2011,4 november 2012
Liesbeth Spies,Spies,CDA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte I,16 december 2011,4 november 2012
Lodewijk Asscher,Asscher,PvdA,Minister,Viceminister-president,Rutte II,5 november 2012,25 oktober 2017
Lodewijk Asscher,Asscher,PvdA,Minister,Sociale Zaken en Werkgelegenheid,Rutte II,5 november 2012,25 oktober 2017
Stef Blok,Blok,VVD,Minister,Wonen en Rijksdienst,Rutte II,5 november 2012,26 januari 2017
Jet Bussemaker,Bussemaker,PvdA,Minister,"Onderwijs, Cultuur en Wetenschap",Rutte II,5 november 2012,25 oktober 2017
Sander Dekker,Dekker,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschap",Rutte II,5 november 2012,25 oktober 2017
Jeroen Dijsselbloem,Dijsselbloem,PvdA,Minister,Financiën,Rutte II,5 november 2012,25 oktober 2017
Jeanine Hennis-Plasschaert,Hennis-Plasschaert,VVD,Minister,Defensie,Rutte II,5 november 2012,3 oktober 2017
Henk Kamp,Kamp,VVD,Minister,Economische Zaken,Rutte II,5 november 2012,25 oktober 2017
Jetta Klijnsma,Klijnsma,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Rutte II,5 november 2012,25 oktober 2017
Wilma Mansveld,Mansveld,PvdA,Staatssecretaris,Infrastructuur en Milieu,Rutte II,5 november 2012,27 oktober 2015
Ivo Opstelten,Opstelten,VVD,Minister,Veiligheid en Justitie,Rutte II,5 november 2012,8 maart 2015
Ronald Plasterk,Plasterk,PvdA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte II,5 november 2012,28 juni 2016
Lilianne Ploumen,Ploumen,PvdA,Minister,Buitenlandse Handel en Ontwikkelingssamenwerking,Rutte II,5 november 2012,25 oktober 2017
Mark Rutte,Rutte,VVD,Minister,Minister-president,Rutte II,5 november 2012,25 oktober 2017
Mark Rutte,Rutte,VVD,Minister,Algemene Zaken,Rutte II,5 november 2012,25 oktober 2017
Edith Schippers,Schippers,VVD,Minister,"Volksgezondheid, Welzijn en Sport",Rutte II,5 november 2012,25 oktober 2017
Melanie Schultz van Haegen,Schultz van Haegen,VVD,Minister,Infrastructuur en Milieu,Rutte II,5 november 2012,25 oktober 2017
Fred Teeven,Teeven,VVD,Staatssecretaris,Veiligheid en Justitie,Rutte II,5 november 2012,8 maart 2015
Frans Timmermans,Timmermans,PvdA,Minister,Buitenlandse Zaken,Rutte II,5 november 2012,16 oktober 2014
Co Verdaas,Verdaas,PvdA,Staatssecretaris,Economische Zaken,Rutte II,5 november 2012,5 december 2012
Frans Weekers,Weekers,VVD,Staatssecretaris,Financiën,Rutte II,5 november 2012,29 januari 2014
Martin van Rijn,van Rijn,PvdA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Rutte II,5 november 2012,25 oktober 2017
Sharon Dijksma,Dijksma,PvdA,Staatssecretaris,Economische Zaken,Rutte II,18 december 2012,2 november 2015
Eric Wiebes,Wiebes,VVD,Staatssecretaris,Financiën,Rutte II,4 februari 2014,25 oktober 2017
Bert Koenders,Koenders,PvdA,Minister,Buitenlandse Zaken,Rutte II,17 oktober 2014,25 oktober 2017
Stef Blok,Blok,VVD,Minister,Veiligheid en Justitie,Rutte II,10 maart 2015,19 maart 2015
Klaas Dijkhoff,Dijkhoff,VVD,Staatssecretaris,Veiligheid en Justitie,Rutte II,20 maart 2015,3 oktober 2017
Ard van der Steur,van der Steur,VVD,Minister,Veiligheid en Justitie,Rutte II,20 maart 2015,26 januari 2017
Sharon Dijksma,Dijksma,PvdA,Staatssecretaris,Infrastructuur en Milieu,Rutte II,3 november 2015,25 oktober 2017
Martijn van Dam,van Dam,PvdA,Staatssecretaris,Economische Zaken,Rutte II,3 november 2015,31 augustus 2017
Stef Blok,Blok,VVD,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte II,29 juni 2016,15 september 2016
Ronald Plasterk,Plasterk,PvdA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte II,16 september 2016,25 oktober 2017
Stef Blok,Blok,VVD,Minister,Veiligheid en Justitie,Rutte II,27 januari 2017,25 oktober 2017
Klaas Dijkhoff,Dijkhoff,VVD,Minister,Defensie,Rutte II,4 oktober 2017,25 oktober 2017
Ank Bijleveld-Schouten,Bijleveld-Schouten,CDA,Minister,Defensie,Rutte III,26 oktober 2017,16 september 2021
Paul Blokhuis,Blokhuis,CU,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Rutte III,26 oktober 2017,9 januari 2022
Bruno Bruins,Bruins,VVD,Minister,Medische Zorg,Rutte III,26 oktober 2017,18 maart 2020
Sander Dekker,Dekker,VVD,Minister,Rechtsbescherming,Rutte III,26 oktober 2017,9 januari 2022
Ferdinand Grapperhaus,Grapperhaus,CDA,Minister,Justitie en Veiligheid,Rutte III,26 oktober 2017,9 januari 2022
Mark Harbers,Harbers,VVD,Staatssecretaris,Justitie en Veiligheid,Rutte III,26 oktober 2017,20 mei 2019
Wopke Hoekstra,Hoekstra,CDA,Minister,Financiën,Rutte III,26 oktober 2017,9 januari 2022
Sigrid Kaag,Kaag,D66,Minister,Buitenlandse Handel en Ontwikkelingssamenwerking,Rutte III,26 oktober 2017,28 mei 2021
Mona Keijzer,Keijzer,CDA,Staatssecretaris,Economische Zaken en Klimaat,Rutte III,26 oktober 2017,24 september 2021
Raymond Knops,Knops,CDA,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Rutte III,26 oktober 2017,31 oktober 2019
Wouter Koolmees,Koolmees,D66,Minister,Sociale Zaken en Werkgelegenheid,Rutte III,26 oktober 2017,9 januari 2022
Kajsa Ollongren,Ollongren,D66,Minister,Viceminister-president,Rutte III,26 oktober 2017,31 oktober 2019
Kajsa Ollongren,Ollongren,D66,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte III,26 oktober 2017,31 oktober 2019
Mark Rutte,Rutte,VVD,Minister,Minister-president,Rutte III,26 oktober 2017,9 januari 2022
Mark Rutte,Rutte,VVD,Minister,Algemene Zaken,Rutte III,26 oktober 2017,9 januari 2022
Carola Schouten,Schouten,CU,Minister,Viceminister-president,Rutte III,26 oktober 2017,9 januari 2022
Carola Schouten,Schouten,CU,Minister,"Landbouw, Natuur en Voedselkwaliteit",Rutte III,26 oktober 2017,9 januari 2022
Arie Slob,Slob,CU,Minister,Basis- en Voortgezet Onderwijs en Media,Rutte III,26 oktober 2017,9 januari 2022
Menno Snel,Snel,D66,Staatssecretaris,Financiën,Rutte III,26 oktober 2017,17 december 2019
Barbara Visser,Visser,VVD,Staatssecretaris,Defensie,Rutte III,26 oktober 2017,30 augustus 2021
Eric Wiebes,Wiebes,VVD,Minister,Economische Zaken en Klimaat,Rutte III,26 oktober 2017,14 januari 2021
Halbe Zijlstra,Zijlstra,VVD,Minister,Buitenlandse Zaken,Rutte III,26 oktober 2017,12 februari 2018
Hugo de Jonge,de Jonge,CDA,Minister,Viceminister-president,Rutte III,26 oktober 2017,9 januari 2022
Hugo de Jonge,de Jonge,CDA,Minister,"Volksgezondheid, Welzijn en Sport",Rutte III,26 oktober 2017,9 januari 2022
Tamara van Ark,van Ark,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Rutte III,26 oktober 2017,8 juli 2020
Ingrid van Engelshoven,van Engelshoven,D66,Minister,"Onderwijs, Cultuur en Wetenschap",Rutte III,26 oktober 2017,9 januari 2022
Cora van Nieuwenhuizen-Wijbenga,van Nieuwenhuizen-Wijbenga,VVD,Minister,Infrastructuur en Waterstaat,Rutte III,26 oktober 2017,30 augustus 2021
Stientje van Veldhoven-van der Meer,van Veldhoven-van der Meer,D66,Staatssecretaris,Infrastructuur en Waterstaat,Rutte III,26 oktober 2017,31 oktober 2019
Sigrid Kaag,Kaag,D66,Minister,Buitenlandse Zaken,Rutte III,13 februari 2018,6 maart 2018
Stef Blok,Blok,VVD,Minister,Buitenlandse Zaken,Rutte III,7 maart 2018,24 mei 2021
Ankie Broekers-Knol,Broekers-Knol,VVD,Staatssecretaris,Justitie en Veiligheid,Rutte III,11 juni 2019,9 januari 2022
Ank Bijleveld-Schouten,Bijleveld-Schouten,CDA,Minister,Algemene Inlichtingen en Veiligheidsdienst,Rutte III,1 november 2019,13 april 2020
Raymond Knops,Knops,CDA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte III,1 november 2019,13 april 2020
Wouter Koolmees,Koolmees,D66,Minister,Viceminister-president,Rutte III,1 november 2019,13 mei 2020
Stientje van Veldhoven-van der Meer,van Veldhoven-van der Meer,D66,Minister,Milieu en Wonen,Rutte III,1 november 2019,13 april 2020
Hans Vijlbrief,Vijlbrief,D66,Staatssecretaris,Financiën,Rutte III,29 januari 2020,9 januari 2022
Alexandra van Huffelen,van Huffelen,D66,Staatssecretaris,Financiën,Rutte III,29 januari 2020,9 januari 2022
Martin van Rijn,van Rijn,PvdA,Minister,Medische Zorg,Rutte III,23 maart 2020,8 juli 2020
Raymond Knops,Knops,CDA,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Rutte III,14 april 2020,9 januari 2022
Kajsa Ollongren,Ollongren,D66,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte III,14 april 2020,9 januari 2022
Stientje van Veldhoven-van der Meer,van Veldhoven-van der Meer,D66,Staatssecretaris,Infrastructuur en Waterstaat,Rutte III,14 april 2020,18 juli 2021
Kajsa Ollongren,Ollongren,D66,Minister,Viceminister-president,Rutte III,14 mei 2020,9 januari 2022
Bas van 't Wout,van 't Wout,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Rutte III,9 juli 2020,19 januari 2021
Tamara van Ark,van Ark,VVD,Minister,Medische Zorg,Rutte III,9 juli 2020,2 september 2021
Cora van Nieuwenhuizen-Wijbenga,van Nieuwenhuizen-Wijbenga,VVD,Minister,Economische Zaken en Klimaat,Rutte III,15 januari 2021,19 januari 2021
Bas van 't Wout,van 't Wout,VVD,Minister,Economische Zaken en Klimaat,Rutte III,20 januari 2021,24 mei 2021
Stef Blok,Blok,VVD,Minister,Economische Zaken en Klimaat,Rutte III,25 mei 2021,9 januari 2022
Sigrid Kaag,Kaag,D66,Minister,Buitenlandse Zaken,Rutte III,25 mei 2021,16 september 2021
Dilan Yeşilgöz-Zegerius,Yeşilgöz-Zegerius,VVD,Staatssecretaris,Economische Zaken en Klimaat,Rutte III,25 mei 2021,9 januari 2022
Dennis Wiersma,Wiersma,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Rutte III,10 augustus 2021,9 januari 2022
Tom de Bruijn,de Bruijn,D66,Minister,Buitenlandse Handel en Ontwikkelingssamenwerking,Rutte III,10 augustus 2021,9 januari 2022
Steven van Weyenberg,van Weyenberg,D66,Staatssecretaris,Infrastructuur en Waterstaat,Rutte III,10 augustus 2021,9 januari 2022
Barbara Visser,Visser,VVD,Minister,Infrastructuur en Waterstaat,Rutte III,31 augustus 2021,9 januari 2022
Ferdinand Grapperhaus,Grapperhaus,CDA,Minister,Defensie,Rutte III,17 september 2021,23 september 2021
Tom de Bruijn,de Bruijn,D66,Minister,Buitenlandse Zaken,Rutte III,17 september 2021,23 september 2021
Henk Kamp,Kamp,VVD,Minister,Defensie,Rutte III,24 september 2021,9 januari 2022
Ben Knapen,Knapen,CDA,Minister,Buitenlandse Zaken,Rutte III,24 september 2021,9 januari 2022
Micky Adriaansens,Adriaansens,VVD,Minister,Economische Zaken en Klimaat,Rutte IV,10 januari 2022,1 juli 2024
Hanke Bruins Slot,Bruins Slot,CDA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte IV,10 januari 2022,4 september 2023
Robbert Dijkgraaf,Dijkgraaf,D66,Minister,"Onderwijs, Cultuur en Wetenschap",Rutte IV,10 januari 2022,1 juli 2024
Mark Harbers,Harbers,VVD,Minister,Infrastructuur en Waterstaat,Rutte IV,10 januari 2022,1 juli 2024
Vivianne Heijnen,Heijnen,CDA,Staatssecretaris,Infrastructuur en Waterstaat,Rutte IV,10 januari 2022,1 juli 2024
Conny Helder,Helder,VVD,Minister,Langdurige Zorg en Sport,Rutte IV,10 januari 2022,1 februari 2024
Wopke Hoekstra,Hoekstra,CDA,Minister,Viceminister-president,Rutte IV,10 januari 2022,31 augustus 2023
Wopke Hoekstra,Hoekstra,CDA,Minister,Buitenlandse Zaken,Rutte IV,10 januari 2022,31 augustus 2023
Rob Jetten,Jetten,D66,Minister,Klimaat en Energie,Rutte IV,10 januari 2022,1 juli 2024
Sigrid Kaag,Kaag,D66,Minister,Viceminister-president,Rutte IV,10 januari 2022,7 januari 2024
Sigrid Kaag,Kaag,D66,Minister,Financiën,Rutte IV,10 januari 2022,7 januari 2024
Ernst Kuipers,Kuipers,D66,Minister,"Volksgezondheid, Welzijn en Sport",Rutte IV,10 januari 2022,9 januari 2024
Kajsa Ollongren,Ollongren,D66,Minister,Defensie,Rutte IV,10 januari 2022,1 juli 2024
Mark Rutte,Rutte,VVD,Minister,Minister-president,Rutte IV,10 januari 2022,1 juli 2024
Mark Rutte,Rutte,VVD,Minister,Algemene Zaken,Rutte IV,10 januari 2022,1 juli 2024
Carola Schouten,Schouten,CU,Minister,Viceminister-president,Rutte IV,10 januari 2022,1 juli 2024
Carola Schouten,Schouten,CU,Minister,"Armoedebeleid, Participatie en Pensioenen",Rutte IV,10 januari 2022,1 juli 2024
Liesje Schreinemacher,Schreinemacher,VVD,Minister,Buitenlandse Handel en Ontwikkelingssamenwerking,Rutte IV,10 januari 2022,3 december 2023
Henk Staghouwer,Staghouwer,CU,Minister,"Landbouw, Natuur en Voedselkwaliteit",Rutte IV,10 januari 2022,6 september 2022
Gunay Uslu,Uslu,D66,Staatssecretaris,"Onderwijs, Cultuur en Wetenschap",Rutte IV,10 januari 2022,30 november 2023
Hans Vijlbrief,Vijlbrief,D66,Staatssecretaris,Economische Zaken en Klimaat,Rutte IV,10 januari 2022,1 juli 2024
Franc Weerwind,Weerwind,D66,Minister,Rechtsbescherming,Rutte IV,10 januari 2022,1 juli 2024
Dennis Wiersma,Wiersma,VVD,Minister,Primair en Voortgezet Onderwijs,Rutte IV,10 januari 2022,22 juni 2023
Dilan Yeşilgöz-Zegerius,Yeşilgöz-Zegerius,VVD,Minister,Justitie en Veiligheid,Rutte IV,10 januari 2022,1 juli 2024
Hugo de Jonge,de Jonge,CDA,Minister,Volkshuisvesting en Ruimtelijke Ordening,Rutte IV,10 januari 2022,4 september 2023
Aukje de Vries,de Vries,VVD,Staatssecretaris,Financiën,Rutte IV,10 januari 2022,1 juli 2024
Karien van Gennip,van Gennip,CDA,Minister,Sociale Zaken en Werkgelegenheid,Rutte IV,10 januari 2022,1 juli 2024
Alexandra van Huffelen,van Huffelen,D66,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Rutte IV,10 januari 2022,1 juli 2024
Maarten van Ooijen,van Ooijen,CU,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Rutte IV,10 januari 2022,1 juli 2024
Marnix van Rij,van Rij,CDA,Staatssecretaris,Financiën,Rutte IV,10 januari 2022,1 juli 2024
Eric van der Burg,van der Burg,VVD,Staatssecretaris,Justitie en Veiligheid,Rutte IV,10 januari 2022,1 juli 2024
Christophe van der Maat,van der Maat,VVD,Staatssecretaris,Defensie,Rutte IV,10 januari 2022,29 oktober 2023
Christianne van der Wal,van der Wal,VVD,Minister,Natuur en Stikstof,Rutte IV,10 januari 2022,1 juli 2024
Carola Schouten,Schouten,CU,Minister,"Landbouw, Natuur en Voedselkwaliteit",Rutte IV,6 september 2022,2 oktober 2022
Piet Adema,Adema,CU,Minister,"Landbouw, Natuur en Voedselkwaliteit",Rutte IV,3 oktober 2022,1 juli 2024
Mariëlle Paul,Paul,VVD,Minister,Primair en Voortgezet Onderwijs,Rutte IV,21 juli 2023,1 juli 2024
Liesje Schreinemacher,Schreinemacher,VVD,Minister,Buitenlandse Zaken,Rutte IV,1 september 2023,4 september 2023
Hanke Bruins Slot,Bruins Slot,CDA,Minister,Buitenlandse Zaken,Rutte IV,5 september 2023,1 juli 2024
Hugo de Jonge,de Jonge,CDA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Rutte IV,5 september 2023,1 juli 2024
Karien van Gennip,van Gennip,CDA,Minister,Viceminister-president,Rutte IV,5 september 2023,1 juli 2024
Christophe van der Maat,van der Maat,VVD,Staatssecretaris,Justitie en Veiligheid,Rutte IV,30 oktober 2023,23 november 2023
Christophe van der Maat,van der Maat,VVD,Staatssecretaris,Defensie,Rutte IV,23 november 2023,1 juli 2024
Geoffrey van Leeuwen,van Leeuwen,VVD,Minister,Buitenlandse Handel en Ontwikkelingssamenwerking,Rutte IV,4 december 2023,14 april 2024
Steven van Weyenberg,van Weyenberg,D66,Staatssecretaris,"Onderwijs, Cultuur en Wetenschap",Rutte IV,6 december 2023,11 januari 2024
Rob Jetten,Jetten,D66,Minister,Financiën,Rutte IV,8 januari 2024,11 januari 2024
Conny Helder,Helder,VVD,Minister,"Volksgezondheid, Welzijn en Sport",Rutte IV,10 januari 2024,1 juli 2024
Fleur Gräper-van Koolwijk,Gräper-van Koolwijk,D66,Staatssecretaris,Onderwijs,Rutte IV,12 januari 2024,1 juli 2024
Rob Jetten,Jetten,D66,Minister,Viceminister-president,Rutte IV,12 januari 2024,1 juli 2024
Steven van Weyenberg,van Weyenberg,D66,Minister,Financiën,Rutte IV,12 januari 2024,1 juli 2024
Pia Dijkstra,Dijkstra,D66,Minister,Medische Zorg,Rutte IV,2 februari 2024,1 juli 2024
Liesje Schreinemacher,Schreinemacher,VVD,Minister,Buitenlandse Handel en Ontwikkelingssamenwerking,Rutte IV,15 april 2024,1 juli 2024
Nora Achahbar,Achahbar,NSC,Staatssecretaris,Financiën,Schoof,2 juli 2024,14 november 2024
Fleur Agema,Agema,PVV,Minister,Viceminister-president,Schoof,2 juli 2024,
Fleur Agema,Agema,PVV,Minister,"Volksgezondheid, Welzijn en Sport",Schoof,2 juli 2024,
Dirk Beljaarts,Beljaarts,PVV,Minister,Economische Zaken,Schoof,2 juli 2024,
Ruben Brekelmans,Brekelmans,VVD,Minister,Defensie,Schoof,2 juli 2024,
Eppo Bruins,Bruins,NSC,Minister,"Onderwijs, Cultuur en Wetenschap",Schoof,2 juli 2024,
Ingrid Coenradie,Coenradie,PVV,Staatssecretaris,Justitie en Veiligheid,Schoof,2 juli 2024,
Marjolein Faber-van de Klashorst,Faber-van de Klashorst,PVV,Minister,Asiel en Migratie,Schoof,2 juli 2024,
Eelco Heinen,Heinen,VVD,Minister,Financiën,Schoof,2 juli 2024,
Sophie Hermans,Hermans,VVD,Minister,Viceminister-president,Schoof,2 juli 2024,
Sophie Hermans,Hermans,VVD,Minister,Klimaat en Groene Groei,Schoof,2 juli 2024,
Folkert Idsinga,Idsinga,NSC,Staatssecretaris,Financiën,Schoof,2 juli 2024,31 oktober 2024
Chris Jansen,Jansen,PVV,Staatssecretaris,Infrastructuur en Waterstaat,Schoof,2 juli 2024,
Vincent Karremans,Karremans,VVD,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Schoof,2 juli 2024,
Mona Keijzer,Keijzer,BBB,Minister,Viceminister-president,Schoof,2 juli 2024,
Mona Keijzer,Keijzer,BBB,Minister,Volkshuisvesting en Ruimtelijke Ordening,Schoof,2 juli 2024,
Reinette Klever,Klever,PVV,Minister,Buitenlandse Handel en Ontwikkelingshulp,Schoof,2 juli 2024,
Barry Madlener,Madlener,PVV,Minister,Infrastructuur en Waterstaat,Schoof,2 juli 2024,
Vicky Maeijer,Maeijer,PVV,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Schoof,2 juli 2024,
Jurgen Nobel,Nobel,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Schoof,2 juli 2024,
Mariëlle Paul,Paul,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschap",Schoof,2 juli 2024,
Jean Rummenie,Rummenie,BBB,Staatssecretaris,"Landbouw, Visserij, Voedselzekerheid en Natuur",Schoof,2 juli 2024,
Dick Schoof,Schoof,Partijloos,Minister,Minister-president,Schoof,2 juli 2024,
Dick Schoof,Schoof,Partijloos,Minister,Algemene Zaken,Schoof,2 juli 2024,
Teun Struycken,Struycken,Partijloos,Staatssecretaris,Justitie en Veiligheid,Schoof,2 juli 2024,
Zsolt Szabó,Szabó,PVV,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Schoof,2 juli 2024,
Gijs Tuinman,Tuinman,BBB,Staatssecretaris,Defensie,Schoof,2 juli 2024,
Judith Uitermark,Uitermark,NSC,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Schoof,2 juli 2024,
Caspar Veldkamp,Veldkamp,NSC,Minister,Buitenlandse Zaken,Schoof,2 juli 2024,
Femke Marije Wiersma,Wiersma,BBB,Minister,"Landbouw, Visserij, Voedselzekerheid en Natuur",Schoof,2 juli 2024,
Eddy van Hijum,van Hijum,NSC,Minister,Viceminister-president,Schoof,2 juli 2024,
Eddy van Hijum,van Hijum,NSC,Minister,Sociale Zaken en Werkgelegenheid,Schoof,2 juli 2024,
Eltje van Marum,van Marum,BBB,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Schoof,2 juli 2024,
David van Weel,van Weel,VVD,Minister,Justitie en Veiligheid,Schoof,2 juli 2024,
Tjebbe van Oostenbruggen,van Oostenbruggen,NSC,Staatssecretaris,Financiën,Schoof,15 november 2024,
Sandra Palmen,Palmen,NSC,Staatssecretaris,Financiën,Schoof,12 december 2024,
